TF,Target,Label
ESR1,FCHO2,1
HCFC1,ORC6,1
ETS1,EGR1,1
ELF1,PRKCH,1
ETS1,TBXA2R,1
JUN,CSF2RB,1
HCFC1,NPC1,1
MYC,NDOR1,1
ESR1,DUSP5,1
SATB1,NFAT5,1
GATA2,MAD2L1,1
MYC,ABHD17B,1
IKZF1,GSTM1,1
SATB1,EPSTI1,1
ESR1,RCSD1,1
GATA2,PBX1,1
JUN,SLBP,1
IRF8,SMIM15,1
CBFB,PRKAR2B,1
HCFC1,ITPR1,1
SPI1,HOXA9,1
SATB1,OASL1,1
CBFB,ANO10,1
CBX7,HIST1H1C,1
IKZF1,TRIM47,1
ETS1,FUT7,1
ESR1,SLC22A3,1
CBFB,OCRL,1
CBFB,MKI67,1
CBX7,RUNX2,1
CBFB,PHF8,1
SATB1,ESR1,1
JUN,HK3,1
JUN,CSGALNACT1,1
GFI1B,CYP51,1
ESR1,EIF3A,1
IRF8,SGPL1,1
GFI1B,FAAH,1
MYC,MYCT1,1
NOTCH1,RRM2,1
SATB1,PPT1,1
ESR1,ACSS1,1
JUN,UBA7,1
IRF8,RBPMS,1
HCFC1,H1F0,1
CBX7,ADA,1
SPI1,ALS2CL,1
IRF8,DENND1C,1
SPI1,GSTM5,1
ETS1,CCRL2,1
MYC,ITPR2,1
IKZF1,KLHL4,1
SPI1,SEPT8,1
SATB1,RAD51,1
SPI1,KDM7A,1
ELF1,BUB1B,1
SPI1,RAI14,1
MYC,REL,1
IRF8,NAIP5,1
HCFC1,CKS1B,1
IKZF1,TIPIN,1
JUN,ARL11,1
JUN,UNC93B1,1
RAD51,OASL1,1
ESR1,SDSL,1
MYC,CPQ,1
MEF2C,MEF2A,1
MYC,MNDAL,1
GATA2,CORO2B,1
CBFB,TBC1D5,1
IKZF1,UBASH3A,1
IKZF1,SNN,1
CBFB,GCLM,1
ETS1,ABHD4,1
IRF8,CDCA4,1
HCFC1,MSMO1,1
GFI1B,MYCT1,1
JUN,CYC1,1
MYC,CDT1,1
CBFB,CTSB,1
GATA2,SPNS2,1
ETS1,TMEM206,1
ESR1,RCN2,1
NOTCH1,FECH,1
JUN,MGST2,1
MYC,SNAP23,1
HCFC1,BTG2,1
ELF1,HSPH1,1
ELF1,GPR65,1
ETS1,COPB1,1
SATB1,ORC6,1
GATA2,GEM,1
ESR1,ZNRF2,1
CBX7,ASB13,1
HCFC1,MLLT3,1
GATA2,F2R,1
ESR1,ZFP945,1
MYC,LY9,1
HCFC1,PHC1,1
IKZF1,SPC24,1
SATB1,SFXN1,1
HCFC1,PRPS2,1
SPI1,STOM,1
ETS1,PAQR7,1
ELF1,HNRNPLL,1
CBFB,FGD2,1
MYC,USP42,1
GFI1B,VMAC,1
ESR1,CDT1,1
HCFC1,DIP2B,1
NOTCH1,TBXA2R,1
SATB1,BIRC3,1
GFI1B,TNPO1,1
NOTCH1,MAD2L1,1
SPI1,DEF8,1
ELF1,CLDN12,1
JUN,IL4RA,1
CBFB,NAGA,1
ELF1,RUNX2,1
IKZF1,PLA2G4A,1
ESR1,PHKB,1
SPI1,MTMR6,1
IKZF1,CYFIP2,1
ESR1,TFRC,1
JUN,ESR1,1
ETS1,CLEC12A,1
IKZF1,GORASP1,1
SPI1,TOP2A,1
CBFB,SGPL1,1
SATB1,MAP2K1,1
CBFB,TOP3B,1
GATA2,RIPOR2,1
MYC,ZMIZ1,1
IRF8,CCL3,1
ESR1,CDK19,1
MYC,SLC41A3,1
SPI1,PTGS1,1
JUN,PKD2,1
MYC,RNF141,1
CBFB,FPGT,1
IKZF1,THEMIS2,1
JUN,RAD51,1
SPI1,MYCN,1
JUN,MED16,1
MYC,MAML3,1
MYC,CKAP5,1
SPI1,NAPRT,1
ESR1,YOD1,1
SPI1,TXNRD3,1
HCFC1,SLC22A3,1
ELF1,ITPR2,1
MYC,CAPG,1
ESR1,PRDM5,1
CBX7,DHRS3,1
HCFC1,IFI27L2A,1
CBFB,SARAF,1
GFI1B,MEF2A,1
ESR1,LYN,1
ESR1,WLS,1
JUN,GMIP,1
ESR1,SC5D,1
GATA2,SYK,1
CBX7,MAML3,1
ETS1,VAMP5,1
SPI1,SDF2L1,1
JUN,MOGS,1
MYC,NRROS,1
NOTCH1,CYP4V3,1
HCFC1,EIF3A,1
GATA2,TNS2,1
ESR1,PTGER4,1
NOTCH1,EZR,1
MYC,GSN,1
MYC,RNF213,1
HCFC1,ACSS1,1
ESR1,PIK3IP1,1
SPI1,LGALS3BP,1
ETS1,GBP9,1
ETS1,DOCK10,1
GATA2,TBC1D10C,1
SATB1,MORC3,1
MYC,FBXO30,1
IKZF1,IFI213,1
ETS1,SSH2,1
ETS1,POR,1
CBFB,CCNG2,1
MYC,GFI1B,1
SPI1,TMEM246,1
CBX7,NRROS,1
IKZF1,H2-OB,1
CBFB,LRRC8C,1
HCFC1,ARL6IP6,1
SPI1,LPCAT2,1
GATA2,SSH2,1
GATA2,POR,1
CBFB,CEP70,1
HCFC1,MBNL3,1
CBFB,FNDC3A,1
SPI1,SERP1,1
SPI1,SLC35A5,1
GFI1B,HEXA,1
JUN,ORC6,1
IKZF1,MINDY1,1
ETS1,PLXNC1,1
SPI1,AKAP8L,1
JUN,NPC1,1
ELF1,CDT1,1
IKZF1,IFI27,1
ESR1,RNF213,1
HCFC1,PDLIM5,1
SATB1,MLLT3,1
GFI1B,MAML3,1
MYC,TCIRG1,1
SPI1,ITGAL,1
RPA2,CCL3,1
MYC,SLC26A11,1
CBFB,ZFP367,1
SATB1,KIF22,1
MYC,ACAP1,1
ESR1,FADS1,1
JUN,ITPR1,1
CBFB,UNC119B,1
SPI1,4833439L19RIK,1
CBFB,ICAM1,1
CBX7,RORA,1
CBFB,GRAMD1A,1
CBX7,KRT18,1
ELF1,LY9,1
NOTCH1,COPB1,1
SPI1,ANKRD44,1
ESR1,PRODH,1
MYC,NFATC1,1
MYC,INSL6,1
CBX7,ZFP467,1
CBFB,PLCB2,1
CBX7,THBS1,1
ELF1,USP42,1
JUN,TEX10,1
JUN,IRF6,1
HCFC1,RCN2,1
SPI1,CTNNAL1,1
MYC,RNF122,1
ESR1,NOTCH1,1
JUN,RAB27B,1
SPI1,MYO1F,1
CBFB,TAF12,1
IKZF1,CD53,1
MYC,CSAD,1
CBFB,SSH3,1
SATB1,FCHO2,1
GFI1B,FBXO30,1
GATA2,PACSIN2,1
MYC,ZDHHC17,1
ETS1,SNX30,1
ETS1,GIMAP5,1
IKZF1,IL15RA,1
JUN,H1F0,1
CBFB,SNX10,1
CBFB,OAT,1
IKZF1,NCEH1,1
SATB1,DUSP5,1
ESR1,PRKCD,1
CBX7,SUGP2,1
SATB1,HSPH1,1
SATB1,GPR65,1
ELF1,ENG,1
ETS1,HEATR5A,1
ETS1,UBE2E2,1
ELF1,SLC41A3,1
ETS1,ITGB7,1
GATA2,IL4RA,1
MYC,PDGFRB,1
CBFB,CDK1,1
CBX7,VAV3,1
ETS1,PEA15A,1
GATA2,HEATR5A,1
SPI1,ART4,1
IKZF1,SLC44A2,1
JUN,CKS1B,1
HCFC1,PLBD2,1
HCFC1,TFRC,1
SPI1,CERS5,1
GATA2,TGTP2,1
SPI1,FCGRT,1
GATA2,CTR9,1
GATA2,TFPI,1
ESR1,MAST3,1
ESR1,YBX3,1
ELF1,CAPG,1
ETS1,GSTM1,1
GFI1B,INSL6,1
MYC,ARHGAP18,1
IKZF1,1600014C10RIK,1
ETS1,PRSS57,1
HCFC1,TYROBP,1
ESR1,KAZALD1,1
ETS1,KPNA3,1
ELF1,NRROS,1
GFI1B,ZDHHC17,1
ELF1,GSN,1
ELF1,RNF213,1
CBX7,SYTL4,1
IKZF1,ZFP120,1
SPI1,LIG1,1
MYC,CBX7,1
IKZF1,ARRDC4,1
GFI1B,VAV3,1
JUN,BTG2,1
GATA2,GMIP,1
CBFB,RELT,1
IKZF1,INPP1,1
GFI1B,RTP4,1
GATA2,MOGS,1
JUN,MLLT3,1
ELF1,CENPK,1
HCFC1,SC5D,1
GATA2,XPC,1
CBFB,SH2D5,1
SPI1,IRF8,1
NOTCH1,SSH2,1
JUN,PHC1,1
NOTCH1,POR,1
NOTCH1,TSPAN3,1
MYC,UQCRFS1,1
JUN,DIP2B,1
ELF1,TCIRG1,1
ETS1,ASAH1,1
ESR1,NDRG3,1
IRF8,UPP1,1
SPI1,PGM1,1
IKZF1,NEDD9,1
JUN,ADSSL1,1
JUN,APOE,1
ETS1,TSPAN14,1
MYC,MTCH2,1
ELF1,ACAP1,1
MYC,FAM111A,1
HCFC1,TGFBR1,1
CBFB,IDH1,1
HCFC1,SPNS3,1
NOTCH1,DTL,1
JUN,PLEKHA1,1
JUN,FCHO2,1
GATA2,NPC1,1
IKZF1,PDE4B,1
SPI1,TSC22D3,1
SATB1,CPQ,1
IKZF1,SMARCA2,1
IKZF1,SPI1,1
CBX7,FDFT1,1
IKZF1,NHP2,1
SATB1,ZFP945,1
SATB1,MNDAL,1
JUN,TMEM147,1
CBX7,ALS2CL,1
SPI1,RASSF2,1
ETS1,IFT88,1
IKZF1,MCM7,1
ETS1,UBASH3A,1
CBFB,LCP2,1
HCFC1,PRMT9,1
ESR1,MTCH2,1
CBFB,IER2,1
SPI1,SLC2A3,1
MYC,N4BP3,1
ESR1,MCM5,1
HCFC1,PRODH,1
SPI1,RAB37,1
SPI1,S1PR1,1
MYC,SH2D3C,1
ETS1,LGALS1,1
ELF1,OAS2,1
SATB1,PHKB,1
ESR1,PGM2L1,1
ETS1,GIMAP8,1
MYC,CDK17,1
JUN,KLHDC8B,1
ETS1,SYNRG,1
GATA2,H1F0,1
SATB1,LY9,1
MYC,MYO5A,1
IKZF1,TINAGL1,1
MYC,NUP88,1
CBFB,PAG1,1
ESR1,CAD,1
MYC,EIF1AD,1
GATA2,SYNRG,1
SPI1,PARD3B,1
SATB1,CDK19,1
IKZF1,IFI203,1
JUN,RGCC,1
GATA2,PRNP,1
MYC,B230219D22RIK,1
SPI1,SLBP,1
HCFC1,PRKCD,1
CBFB,KLF10,1
JUN,ARL6IP6,1
ELF1,ARHGAP18,1
JUN,SLA2,1
JUN,SATB1,1
