TF,Target,Label
PGR,MAPK11,1
FOXO1,CCNG2,1
IKZF1,MYC,1
ETS1,TIE1,1
ETS1,MYC,1
MYC,IL15RA,1
MEF2A,FLNA,1
MYCN,DENND2D,1
MYCN,RAI14,1
ETS1,EGR1,1
MEIS1,KLF10,1
MCM2,MCM7,1
MYCN,CTSL,1
MECOM,TRPS1,1
NFKB1,CCL3,1
MECOM,RUNX1T1,1
XPC,RPA2,1
IRF7,OASL2,1
ID1,RUNX2,1
JUN,NAP1L3,1
ARNTL,RORC,1
HOXA9,PBX3,1
EPAS1,RUNX2,1
MAML3,HDAC7,1
HMGB2,UHRF1,1
GATA2,ETS1,1
EGR1,IL12A,1
ETS1,EBI3,1
NR3C2,TSC22D3,1
JUN,ID1,1
PML,IRF8,1
MEF2A,ABLIM1,1
EGR1,MAP3K2,1
EGR1,APLP2,1
MEF2A,HJURP,1
EPAS1,SLC2A1,1
ARNTL,RORA,1
HOXA9,SESN1,1
MCM4,RPA2,1
HNF4A,RORC,1
MYCN,CYP51,1
MYCN,TRMT6,1
MCM7,LIG1,1
MYC,PYGL,1
JUN,SCARF1,1
MIS18BP1,CENPK,1
HDAC7,MAML3,1
MAPK11,IL12A,1
MYCN,TEX10,1
NFKB1,BTK,1
HDAC11,HDAC7,1
MYCN,SLC12A6,1
HLF,ARNTL,1
HNF4A,VDR,1
MECOM,PBX3,1
MEIS1,SATB1,1
IRF6,H2-AA,1
PML,IRF6,1
HOXA9,SATB1,1
HOXA9,PBX1,1
JUN,TLR4,1
XRCC6,MSH6,1
ETS1,IKZF1,1
CENPK,MIS18BP1,1
ETS1,TLR4,1
MCM7,POLD1,1
NFAT5,BCL2,1
MAML3,MYC,1
NFAT5,MAPK12,1
EGR1,OCRL,1
MYC,AMPD2,1
MEF2A,ARHGAP15,1
IKZF1,EZR,1
IRF6,ICAM1,1
REL,NFKBIA,1
NUPR1,TCF19,1
ID1,REL,1
IKZF1,ABLIM1,1
MCM4,MCM6,1
MCM4,TIPIN,1
JUN,NOTCH1,1
IKZF1,NOTCH1,1
REL,BIRC3,1
SPO11,TOP3B,1
IRF7,IRF8,1
FOXO1,ATP2B4,1
EGR1,MYC,1
ESR1,CASP12,1
MECOM,KCNK5,1
HMGB2,MCM4,1
MYCN,HEXA,1
YBX1,SLC2A3,1
NFKB1,TBXA2R,1
MEIS1,IL1R1,1
HOXA9,IL1R1,1
JUN,CTSL,1
ETS1,PAFAH1B2,1
RUNX2,PTTG1IP,1
JUN,MAPK11,1
JUN,NFATC1,1
RARB,H1F0,1
MEIS1,RBM18,1
MYCN,RCC1,1
MYCN,ACOX1,1
MEIS1,SYK,1
NFKB1,EBI3,1
RORC,HNF4A,1
GATA2,NFATC1,1
MYC,LDB2,1
MYCN,RHOF,1
NFATC1,RUNX2,1
CLOCK,ARNTL,1
MEF2A,SATB1,1
HOXA9,MEIS1,1
MCM4,HMGB2,1
MECOM,1600014C10RIK,1
MECOM,ARHGAP27,1
HOXA9,ARNTL,1
ETS1,DNTT,1
MEIS1,FLT3,1
MAPK12,IL12A,1
MYCN,AMPD2,1
RORC,IL17RA,1
GATA2,ZDHHC17,1
MECOM,IDH1,1
NDN,MYC,1
MYCN,ICAM1,1
MYC,USP3,1
MCM4,DNAJC9,1
SPI1,IGHM,1
MYCN,FAM76B,1
MCM2,POLD1,1
IRF7,RTP4,1
ESR1,ICA1,1
PGR,PIK3CG,1
FOXO1,ITGB7,1
MYCN,LIG1,1
MEF2A,UMPS,1
JUN,SDC1,1
EGR1,CBX5,1
MYCN,TAF12,1
MYCN,DUSP2,1
MEIS1,TXNDC11,1
MCM6,UHRF1,1
EGR1,FLT3,1
JUN,EGR1,1
IKZF1,EGR1,1
SPO11,RPA2,1
EGR1,USP11,1
MYC,TIMM50,1
NDN,HCFC1,1
MYC,EFTUD2,1
MYC,YBX1,1
SPI1,MEF2C,1
MEF2A,CBX5,1
MEF2C,MAPK12,1
RUNX2,CBFB,1
MYC,NFAT5,1
RORC,IL1R1,1
MECOM,ST8SIA4,1
HMGB2,MCM2,1
ESR1,RASSF5,1
ETS1,RUNX2,1
NFKB1,PLIN2,1
MCM6,POLD1,1
MECOM,TSPAN14,1
IRF6,PML,1
ETS1,SELL,1
EGR1,CTSL,1
JUN,HCFC1,1
MCM6,TIPIN,1
MCM7,RPA2,1
JUN,SLC2A1,1
SPI1,NFKB1,1
MEIS1,EIF1AD,1
HMGB2,PRIM1,1
MYCN,MYO5A,1
CD7,NFKB1,1
EPOR,CISH,1
HNF4A,THRB,1
MCM7,UHRF1,1
MYCN,EIF1AD,1
MYC,ITPK1,1
FOXO1,GFI1B,1
MYC,NUPR1,1
TRPS1,RUNX2,1
MYC,NFIA,1
MCM2,MSH6,1
VDR,RUNX2,1
FOXO1,IKZF1,1
REL,CD74,1
ETS1,FCGRT,1
MYCN,TIMM50,1
HDAC7,MEF2C,1
MYCN,EFTUD2,1
NFKB1,BIRC3,1
MCM4,PRIM1,1
SMARCA2,JUN,1
NFATC1,USP3,1
MECOM,FOXO1,1
MEF2A,SLC6A6,1
XPC,POLD1,1
RBL2,RAD51,1
EGR1,ARID3B,1
MED16,PML,1
MYCN,KCNK5,1
MEF2A,RNF114,1
REL,NCF1,1
MCM7,TIPIN,1
JUN,SDC4,1
ARNTL,EPAS1,1
MEF2A,ZBTB20,1
MEIS1,DACH1,1
JUN,DUSP2,1
MEF2C,HDAC7,1
RARB,TGM2,1
MYC,CENPK,1
FOXO1,NFATC1,1
HDAC7,CBX5,1
MYC,IER2,1
IKZF1,DENND2D,1
THRB,RORC,1
GATA2,DUSP2,1
EGR1,NFE2,1
MCM2,RPA2,1
MYC,EZR,1
HNF4A,FOXO1,1
IRF6,FDFT1,1
HOXA9,RBM18,1
MEF2A,PDE7A,1
MEIS1,RNF38,1
HDAC7,NOTCH1,1
FOXO1,ZDHHC17,1
MYCN,ITSN1,1
ESR1,CLOCK,1
JUN,ABHD4,1
CBX7,PHC1,1
MYC,PRDM16,1
MYCN,HNRNPAB,1
EGR1,HCFC1,1
NFKBIA,ICAM1,1
MCM4,MCM7,1
SPI1,ELF1,1
MCM7,HMGB2,1
GATA2,B4GALT4,1
ESR1,PTGS1,1
VDR,RORC,1
FOXO1,SESN1,1
THRB,VDR,1
GATA2,ZFR,1
NFKBIA,REL,1
MEF2A,RUNX2,1
HOXA9,FLT3,1
EGR1,CEP70,1
MYC,UNC93B1,1
MYC,CTSL,1
NFKB1,IL1R1,1
EGR1,MAPK12,1
MEIS1,PIK3CG,1
JUN,IRF6,1
MEF2A,KLF6,1
MCM6,RPA2,1
MYC,SPNS2,1
ESR1,NOTCH1,1
NFKB1,PTGS1,1
RUNX2,IKZF1,1
MCM2,MCM6,1
ETS1,MEF2A,1
MCM2,TIPIN,1
KLF3,KLF8,1
FOXO1,EGR1,1
ETS1,PSEN1,1
JUN,CCL4,1
MCM6,KIF23,1
MYC,DNTT,1
HOXA9,TXNDC11,1
ESR1,NUDT19,1
EGR1,ICAM1,1
JUN,PDE7A,1
ESR1,NEAT1,1
NFKB1,PRODH,1
ARNTL,CLOCK,1
MYCN,PGM2L1,1
NFKB1,ICAM1,1
EGR1,REL,1
HDAC11,CBX5,1
APBB1,NOTCH1,1
MYC,FGFR1OP,1
JUN,RELT,1
EGR1,9530082P21RIK,1
MYCN,CDT1,1
THRB,HNF4A,1
MEIS1,SMARCA2,1
NFKB1,CD7,1
ESR1,APBB1,1
REL,SDC4,1
MCM2,MCM4,1
EGR1,MECOM,1
JUN,ABCF3,1
REL,RORC,1
MCM2,HMGB2,1
GATA2,DUSP1,1
MYCN,CTSF,1
REL,PGLYRP2,1
MEIS1,PBX3,1
MEF2A,TRPS1,1
MYCN,KLF10,1
HOXA9,EIF1AD,1
EGR1,ASB13,1
NFATC1,NR3C2,1
MCM7,KIF23,1
GATA2,CCNG2,1
MYCN,SUGP2,1
EGR1,APBB1,1
MYCN,BTK,1
RBL2,RUNX2,1
MEF2A,CCL3,1
MCM2,DNAJC9,1
NFATC1,GATA2,1
JUN,MAPK12,1
IKZF1,BCL2,1
MEIS1,SESN1,1
NOTCH1,NFKB1,1
MEIS1,EFTUD2,1
MYC,DUSP1,1
MYC,SLC2A1,1
KLF10,MYCN,1
REL,IL12A,1
IRF7,H2-AA,1
CENPK,NDEL1,1
MYCN,YBX1,1
MCM7,PRIM1,1
MCM6,MCM4,1
NFATC1,MAPK11,1
JUN,PPP1R15A,1
NFKB1,IL15,1
JUN,BTG2,1
MYCN,FGFR1OP,1
HMGB2,CDT1,1
MCM4,UHRF1,1
SMARCA2,IKZF1,1
MCM6,HMGB2,1
MCM7,MCM6,1
IRF7,ICAM1,1
RUNX2,SOX6,1
PA2G4,PNO1,1
