TF,Target,Label
RAG2,SRGAP3,1
RAG2,VAV3,1
HCFC1,ORC6,1
IKZF1,MYOF,1
ETS1,EGR1,1
ELF1,PRKCH,1
JUN,CSF2RB,1
RAG2,RTP4,1
CBX7,FAAH,1
MYC,BLNK,1
MYC,HNRNPLL,1
MYC,NDOR1,1
MYC,ANKRD33B,1
JUN,RIPOR2,1
SATB1,NFAT5,1
SATB1,HAT1,1
GATA2,MAD2L1,1
MYC,ABHD17B,1
JUN,NUPR1,1
SATB1,STAM2,1
IKZF1,GSTM1,1
HCFC1,APBB1,1
JUN,SLBP,1
CBFB,PRKAR2B,1
HCFC1,SLC6A6,1
MYC,RUNX2,1
SPI1,HOXA9,1
CBFB,PTPRE,1
CBFB,ANO10,1
CBX7,HIST1H1C,1
GATA2,ARHGAP27,1
RAG2,KCTD20,1
ESR1,RAMP1,1
ETS1,FUT7,1
IKZF1,TRIM47,1
CBFB,OCRL,1
MYC,ADA,1
CBFB,NCAPH,1
IRF8,PLEK,1
GATA2,CKAP2L,1
MYC,DACH1,1
HCFC1,TEX10,1
CBX7,RUNX2,1
JUN,HK3,1
CBX7,IER3,1
IKZF1,E2F8,1
IKZF1,CLOCK,1
GFI1B,CYP51,1
ETS1,RMND5B,1
IRF8,SGPL1,1
JUN,RRAS,1
NOTCH1,RRM2,1
ETS1,NFKB1,1
IKZF1,ITGB2,1
ESR1,ACSS1,1
SPI1,FDFT1,1
IRF8,RBPMS,1
HCFC1,H1F0,1
SPI1,ALS2CL,1
CBFB,PIP4K2A,1
CBFB,ETS1,1
MEIS1,STOM,1
IKZF1,KLHL4,1
MEIS1,PDE12,1
SATB1,RAD51,1
ETS1,EZR,1
JUN,TMEM14C,1
GATA2,TES,1
JUN,TOMM70A,1
ELF1,BUB1B,1
SPI1,RAI14,1
FOXO1,TXNIP,1
GATA2,CYP4V3,1
GFI1B,HIST1H1C,1
ELF1,KIF22,1
ESR1,MAP4K2,1
RAG2,PIRB,1
MYC,SDC4,1
MYC,REL,1
