TF,Target,Label
XRCC6,LIG1,1
PML,NUP88,1
IRF7,GBP2,1
MCM4,RPA2,1
XPC,USP11,1
XRCC6,POLD1,1
MCM5,RPA2,1
HIST1H1C,H1F0,1
MCM4,PRIM1,1
IRF7,IGTP,1
GATA2,CBFB,1
MCM5,POLD1,1
MCM4,HELLS,1
IRF7,SP100,1
XPC,XRCC6,1
JUN,ICAM1,1
MCM4,MCM5,1
XPC,POLD1,1
JUN,BTG2,1
MED16,CDK19,1
IRF7,OASL2,1
IRF7,IFI27L2A,1
MCM5,HELLS,1
TSC22D3,DUSP1,1
CBFB,GATA2,1
IRF7,RTP4,1
MCM2,POLD1,1
MCM4,MSH6,1
MCM5,KIF23,1
MCM5,DNAJC9,1
MCM4,MCM2,1
XRCC6,XPC,1
MCM2,LIG1,1
H1F0,HIST1H1C,1
ARNTL,DDX4,1
MCM5,TIPIN,1
MCM2,HELLS,1
IRF7,RNF213,1
MCM5,MCM2,1
BTG2,DUSP1,1
NFKBIA,BIRC3,1
MCM2,MCM5,1
IRF7,IRGM2,1
IRF7,OAS2,1
XRCC6,RPA2,1
MCM2,MSH6,1
BTG2,IER2,1
NFKBIA,ICAM1,1
MCM5,MCM4,1
JUN,MAP2K1,1
JUN,DUSP1,1
NFKBIA,USP11,1
MEF2A,GM28875,0
PML,YOD1,0
GATA2,SPNS2,0
SATB1,PGLYRP2,0
CTR9,VSIR,0
IRF7,DPP4,0
IRF7,RNF125,0
NDN,4833439L19RIK,0
NDN,ZFP467,0
RBL2,MAGED1,0
XPC,RHOH,0
SATB1,PWWP3A,0
NFKBIA,DCAF4,0
MCM5,RASSF5,0
ARNTL,IRGM2,0
VEZF1,NOTCH1,0
XRCC6,FUT7,0
EYA2,SLCO3A1,0
SATB1,ANXA4,0
SATB1,MINDY1,0
NFKBIA,GPRASP1,0
PML,FADS1,0
ZBTB38,SQOR,0
NFKBIA,PAQR7,0
PRDM5,METTL7A1,0
PRDM5,RFTN1,0
MED16,ZFP157,0
NFAT5,CERS5,0
H1F0,CDCA4,0
MED16,PPT1,0
PML,SLC44A2,0
PRDM5,ZFP467,0
MEF2A,PGLYRP2,0
CTR9,GM1966,0
MCM4,SERPINB9,0
MYCN,XRCC6,0
MED16,CCL4,0
NFKBIA,TOP3B,0
TAF12,GM20559,0
CTR9,RASA4,0
ZFP467,CTSS,0
JUN,POLD1,0
KLF10,NAGA,0
HIST1H1C,MYCT1,0
SLA2,EYA2,0
XPC,TAPT1,0
KLF10,DCAF4,0
H1F0,BC035044,0
NFATC1,PDZK1IP1,0
SLA2,NFATC1,0
VEZF1,BIRC3,0
JUN,ATP13A2,0
