TF,Target,Label
SOX2,COMMD3,1
TET1,ANXA5,1
GATA4,PRC1,1
SOX2,SNURF,1
ESRRB,RNF157,1
NANOG,CALCOCO2,1
POU5F1,APOBEC3,1
ZFP42,NRG1,1
DPPA4,BMPER,1
SOX2,THBD,1
JARID2,GATA4,1
SOX2,SPRY2,1
POU5F1,ABHD5,1
UTF1,DPP4,1
SOX2,CREB3L2,1
TET1,ULK1,1
TET1,FOXQ1,1
UTF1,TAX1BP3,1
POU5F1,HMGA1,1
UTF1,UNG,1
UTF1,BHLHE40,1
TET1,FGF4,1
NANOG,SPARC,1
UTF1,SURF4,1
JARID2,COL27A1,1
ESRRB,MYLPF,1
ZFP42,HIST1H2AP,1
DPPA4,SEC24D,1
SOX2,RRM2,1
JARID2,FABP3,1
SOX2,VIM,1
JARID2,BEND5,1
DPPA4,COL4A1,1
TET1,MYLPF,1
DPPA4,CD63,1
DPPA2,CAR2,1
SOX2,PHC1,1
POU5F1,ITGA3,1
JARID2,HSPG2,1
NANOG,CCNG1,1
POU5F1,NFXL1,1
JARID2,TPM4,1
SOX17,SPP1,1
UTF1,TPD52,1
NANOG,HTRA1,1
ZFP42,SDC4,1
JARID2,EFEMP2,1
ZFP42,FN1,1
ESRRB,AMPD2,1
NANOG,TMEM150A,1
TET1,MOV10,1
NANOG,CEMIP,1
SOX2,APOE,1
ZFP42,EPS8,1
NANOG,MARC2,1
DPPA4,LAMA5,1
ZFP57,HIST1H2BG,1
DPPA2,HIST1H2BF,1
ZFP57,ARHGAP29,1
NANOG,F3,1
TET1,NR0B1,1
ZFP57,CCNG1,1
ZFP57,BNIP3,1
JARID2,HIST1H2BN,1
ZFP42,SERPINE2,1
POU5F1,CKB,1
TET1,HIST1H2AF,1
ZFP57,HTRA1,1
TET1,GNAS,1
ESRRB,TNS4,1
ZFP57,HSPA5,1
SOX2,ATP6V0A1,1
POU5F1,GDPD5,1
JARID2,P4HA2,1
NR0B1,LDHB,1
JARID2,PLAT,1
ZFP57,CEMIP,1
POU5F1,P4HB,1
POU5F1,PLA2G1B,1
POU5F1,LY6G6E,1
UTF1,SLC2A1,1
