TF,Target,Label
SOX2,PLA2G1B,1
ESRRB,HMGA1,1
ESRRB,BCAT1,1
GATA4,GATA6,1
ESRRB,FBLIM1,1
DNMT3A,DNMT3B,1
TFCP2L1,LAPTM5,1
SOX2,POU5F1,1
ESRRB,SNHG5,1
TRP53,KAT2B,1
TRP53,HIST1H3H,1
POU5F1,UTF1,1
SOX2,SPP1,1
TFCP2L1,SLC2A1,1
ESRRB,HIST1H2AN,1
TRP53,MT1,1
KAT2B,HIST1H3I,1
JARID2,GATA4,1
JARID2,CCND1,1
POU5F1,KLF2,1
ESRRB,PDPN,1
NANOG,RCC2,1
ESRRB,SEPT1,1
PML,POU5F1,1
TRP53,PSRC1,1
POU5F1,PLK1,1
TRP53,SPP1,1
DNMT3L,HIST1H3I,1
MYBL2,CCND1,1
POU5F1,TDGF1,1
ESRRB,BMPER,1
TFCP2L1,TINAGL1,1
ESRRB,TRH,1
TRP53,FGFR3,1
TFCP2L1,MIR1949,1
ESRRB,SNORA81,1
POU5F1,SERPINH1,1
TRP53,RAB3IL1,1
ZFP42,POU5F1,1
POU5F1,ESRRB,1
ESRRB,CKB,1
TFCP2L1,SNORA74A,1
TRP53,2810025M15RIK,1
ESRRB,SLC25A5,1
TFCP2L1,SFI1,1
ESRRB,TDH,1
SOX2,NANOG,1
KAT2B,HIST1H3H,1
NANOG,SOX2,1
KAT2B,TRP53,1
TRP53,KLF2,1
TRP53,NDRG1,1
TFCP2L1,HSP90AA1,1
ZFPM1,GATA6,1
NANOG,POU5F1,1
TRP53,TGIF1,1
DAB2,LRP2,1
EPAS1,SLC2A1,1
TRP53,CCND1,1
DNMT3L,HIST1H3H,1
TRP53,NANOG,1
DNMT3L,DNMT3A,1
POU5F1,TOP2A,1
PML,B2M,1
ESRRB,BHLHE40,1
POU5F1,TDH,1
PML,NANOG,1
ESRRB,FGF4,1
TFCP2L1,CCNG1,1
ESRRB,POU5F1,1
TRP53,AURKA,1
TRP53,UPP1,1
TRP53,ZFPM1,1
TFCP2L1,MYBL2,1
SOX7,LAMA1,1
POU5F1,HSPG2,1
POU5F1,TFCP2L1,1
MYBL2,TFCP2L1,1
DNMT3L,POU5F1,1
ESRRB,BCL3,1
POU5F1,CDC20,1
NANOG,NR0B1,1
TFCP2L1,MT2,1
ESRRB,FAM129B,1
ESRRB,MYBL2,1
POU5F1,PML,1
POU5F1,FGF4,1
TFCP2L1,GDPD5,1
GATA6,CALR,1
NANOG,DNMT3A,1
TFCP2L1,DNMT3A,1
POU5F1,HIST1H3I,1
MYBL2,ESRRB,1
TFCP2L1,FN1,1
POU5F1,LEFTY1,1
ESRRB,PTH1R,1
KAT2B,GATA4,1
NANOG,HSPB1,1
TFCP2L1,HSPB1,1
TFCP2L1,ZFPM1,1
POU5F1,MYBL2,1
TFCP2L1,SNURF,1
ESRRB,RBPJ,1
POU5F1,ANXA2,1
NANOG,GATA6,1
TRP53,CLDN6,1
SOX2,FGF10,1
ESRRB,SGK1,1
TRP53,LRP2,1
DNMT3L,NANOG,1
TRP53,PHLDA3,1
ESRRB,COMMD3,1
DNMT3A,MT1,1
ESRRB,PCOLCE,1
TRP53,PML,1
ZFP42,NR0B1,1
SOX17,LAMA1,1
NANOG,TUBB2B,1
NR0B1,NANOG,1
DNMT3A,POU5F1,1
NANOG,DNMT3L,1
ESRRB,SPP1,1
TFCP2L1,ETV5,1
ESRRB,THBD,1
ESRRB,FABP3,1
TFCP2L1,ZFP57,1
ESRRB,RAB3IL1,1
POU5F1,SOX2,1
RBPJ,SOX2,1
RBPJ,POU5F1,1
DNMT3A,DNMT3L,1
POU5F1,P4HA1,1
POU5F1,SPP1,1
TFCP2L1,NANOG,1
GATA4,POU5F1,1
TFCP2L1,ASS1,1
ESRRB,NR0B1,1
ESRRB,APOE,1
GATA6,GATA4,1
TFCP2L1,IGFBP2,1
KAT2B,CCND1,1
NANOG,ESRRB,1
TFCP2L1,UPP1,1
SOX2,FGF4,1
POU5F1,LAMC1,1
DNMT3L,DNMT3B,1
ESRRB,KDM5B,1
GATA6,ZFPM1,1
DNMT3A,NANOG,1
ESRRB,2210409E12RIK,1
ESRRB,SLC6A8,1
NR0B1,TFCP2L1,1
POU5F1,NR0B1,1
GATA4,JARID2,1
TRP53,CCNB1,1
ESRRB,CAR2,1
POU5F1,KPNA2,1
GATA4,HSPA5,1
DAB2,GATA6,1
TRP53,TYRO3,1
TRP53,IGF2,1
ESRRB,LAMA1,1
TRP53,HIST1H3I,1
NANOG,TDH,1
ESRRB,RASGRP2,1
KPNA2,KLF2,1
POU5F1,NANOG,1
POU5F1,RBPJ,1
TRP53,CCNG1,1
NR0B1,ESRRB,1
POU5F1,PHC1,1
NANOG,DNMT3B,1
DAB2,APP,1
ZFP42,ESRRB,1
POU5F1,LAMB1,1
TFCP2L1,HKDC1,1
SOX2,RBPJ,1
ESRRB,COL4A2,1
NANOG,PML,1
PML,MT2,1
TFCP2L1,CD63,1
ESRRB,TFCP2L1,1
