TF,Target,Label
PGR,MAPK11,1
RUNX2,ETS1,1
JUN,MYC,1
MLLT3,HOXA9,1
MAPK11,PGR,1
TLR4,BIRC3,1
BTG2,KLF6,1
MEIS1,FLT3,1
NOTCH1,PSEN1,1
MAPK12,DUSP1,1
FOXO1,MAPK11,1
FOXO1,HNF4A,1
XPC,USP11,1
MAPK11,ESR1,1
ESR1,JUN,1
HDAC7,CBX5,1
TLR4,ICAM1,1
MCM2,MCM7,1
MCM2,RAD51,1
CENPK,NDEL1,1
PBX1,MEIS1,1
MCM7,PRIM1,1
RAD51,UHRF1,1
MCM6,MCM4,1
SMARCA2,CBFB,1
NFATC1,SPI1,1
JUN,ETS1,1
IRF7,SP100,1
IKZF1,ETS1,1
MCM5,PRIM1,1
MLLT3,MEIS1,1
APBB1,BACE1,1
RPS6KA5,MAPK11,1
SPI1,TYROBP,1
MCM4,MCM5,1
IRF7,OASL2,1
CBFB,GATA2,1
IKZF1,IRF8,1
PGR,MAPK12,1
MCM4,UHRF1,1
HNF4A,FOXO1,1
MCM5,HELLS,1
MCM2,POLD1,1
IRF7,RTP4,1
CTR9,BC005561,1
MCM7,MCM6,1
MYC,MED16,1
MED16,MYC,1
MCM5,MCM6,1
MCM2,CDT1,1
CBX7,PHC1,1
EGR1,DUSP1,1
PA2G4,PNO1,1
RAD51,MCM7,1
NFKBIA,BIRC3,1
MCM7,MCM4,1
SPI1,CSF3R,1
RAD51,ABCD3,1
MAPK11,NCF1,1
PA2G4,TRMT6,1
ETS1,ID1,1
NFKBIA,ICAM1,1
ESR1,RUNX2,1
MCM4,MCM7,1
NFKB1,JUN,1
RAD51,RPA2,1
RPS6KA5,MAPK12,1
RAD51,XRCC6,1
MAPK11,DUSP5,1
SPO11,RAD51,1
ETS1,JUN,1
PA2G4,TEX10,1
NOTCH1,MYC,1
MEF2C,NFATC1,1
MCM6,UHRF1,1
TLR4,CCL3,1
RAD51,POLD1,1
SPI1,CD53,1
DACH1,EYA2,1
FOXO1,ETS1,1
MCM4,RPA2,1
PGR,ESR1,1
NFKBIA,REL,1
SPI1,LCP2,1
CTR9,MLLT3,1
RUNX2,ESR1,1
JUN,EGR1,1
REL,NFKB1,1
PA2G4,CTSC,1
RUNX2,VDR,1
SPO11,XRCC6,1
HIST1H1C,H1F0,1
MEIS1,MLLT3,1
TCF19,UHRF1,1
MCM7,LIG1,1
GATA2,MYC,1
MAPK11,MEF2A,1
MLLT3,CTR9,1
MCM5,LIG1,1
TLR4,CD274,1
MIS18BP1,CENPK,1
IRF7,IFI27L2A,1
MCM6,MCM7,1
MCM6,RCC1,1
SPI1,IKZF1,1
HDAC7,HDAC11,1
MAPK12,MAPK11,1
MAPK11,DUSP1,1
TSC22D3,DUSP1,1
NOTCH1,MAML3,1
JUN,ESR1,1
MYC,ANXA5,1
H1F0,HIST1H1C,1
RORC,RORA,1
RUNX2,CBFB,1
MCM2,HELLS,1
PHC1,CBFB,1
MCM6,RPA2,1
MYC,NOTCH1,1
MEF2A,MAPK11,1
TLR4,JUN,1
ETS1,RUNX2,1
FOXO1,MYC,1
PHC1,CBX7,1
IRF7,OAS2,1
MCM2,MCM6,1
MCM2,KIF23,1
MLLT3,DEK,1
PA2G4,GLB1,1
MCM2,TIPIN,1
JUN,DUSP1,1
MCM7,RAD51,1
MAML3,NOTCH1,1
MCM6,CDT1,1
HLF,ARNTL,1
BTG2,EGR1,1
ESR1,MAPK12,1
MCM5,RAD51,1
PML,NUP88,1
MCM6,KIF23,1
MIS18BP1,HJURP,1
ESR1,MYC,1
MCM6,TIPIN,1
APBB1,APLP2,1
MCM7,RPA2,1
SPI1,GATA2,1
RAD51,HELLS,1
EGR1,ICAM1,1
HOXA9,PBX1,1
JUN,TLR4,1
TLR4,IL1R1,1
MEIS1,HOXA9,1
CENPK,MIS18BP1,1
SPI1,PML,1
MEF2A,MAPK12,1
IRF7,IGTP,1
CBFB,ESR1,1
JUN,SPI1,1
NFKB1,ICAM1,1
GATA2,CBFB,1
MCM4,HELLS,1
MCM7,CDT1,1
MCM6,MCM5,1
RAD51,MCM2,1
MCM5,CDT1,1
MCM4,KIF23,1
MCM4,MCM6,1
MAPK12,RPS6KA5,1
HDAC11,CBX5,1
MEIS1,GFI1B,1
YBX1,PSEN1,1
TLR4,SYK,1
MCM7,UHRF1,1
MCM4,TIPIN,1
MAPK12,PGR,1
MCM2,PRIM1,1
MAPK11,DUSP2,1
MCM4,MCM2,1
XRCC6,XPC,1
PA2G4,ADA,1
MCM5,UHRF1,1
ARNTL,DDX4,1
CBFB,PHC1,1
MAPK12,ESR1,1
PML,SPI1,1
RUNX2,FOXO1,1
PA2G4,ANXA2,1
ARNTL,HLF,1
SPI1,FLT3,1
PML,HDAC7,1
IRF8,IKZF1,1
RUNX1T1,PRKAR2B,1
EPOR,LYN,1
IRF8,SPI1,1
BTG2,IER2,1
TLR4,IRAK3,1
VDR,RUNX2,1
MCM6,HELLS,1
DEK,MLLT3,1
CBFB,SMARCA2,1
PHC1,MAPK11,1
XRCC6,LIG1,1
CLOCK,RORA,1
MCM2,MCM4,1
MYC,JUN,1
MCM5,MCM7,1
MAPK11,MAPKAPK3,1
GFI1B,GATA2,1
MCM5,RCC1,1
PHC1,MAPKAPK3,1
RAD51,LIG1,1
APBB1,VLDLR,1
NFATC1,MEF2C,1
NFKB1,BIRC3,1
NFKB1,RPS6KA5,1
MCM5,RPA2,1
MCM4,PRIM1,1
NR3C2,PGR,1
MCM4,LIG1,1
NFKBIA,NFKB1,1
JUN,MAPK11,1
CBFB,ELF1,1
CENPK,HJURP,1
MCM7,HELLS,1
PBX3,HOXA9,1
IRF7,TLR4,1
SPI1,RUNX1T1,1
MAPK12,NCF1,1
MEIS1,PBX3,1
RAD51,MSH6,1
XPC,POLD1,1
IKZF1,FLT3,1
MED16,CDK19,1
NDN,FOXO1,1
CBFB,RUNX2,1
MEF2C,MEF2A,1
TLR4,IRF7,1
MCM7,KIF23,1
