TF,Target,Label
MYCN,MCM2,1
MEF2A,FLNA,1
IRF7,PML,1
MYCN,AMPD2,1
KLF10,MYCN,1
GATA2,ZDHHC17,1
PML,IRF7,1
MYCN,CTSL,1
MYCN,ICAM1,1
XPC,RPA2,1
JUN,PPP1R15A,1
JUN,PROCR,1
IRF7,OASL2,1
MYCN,FGFR1OP,1
NDN,RNF114,1
MCM4,DNAJC9,1
MYCN,FAM76B,1
MCM2,POLD1,1
MYCN,ITSN1,1
JUN,ABHD4,1
MYCN,LIG1,1
MEF2A,UMPS,1
MYCN,CHRNB1,1
JUN,SDC1,1
MEF2A,ABLIM1,1
NFKBIA,ICAM1,1
MYCN,SC5D,1
MYCN,DUSP2,1
MYCN,TAF12,1
MEF2A,PREP,1
MEF2A,HJURP,1
MYCN,TNPO1,1
MYCN,NFKBIA,1
MEF2A,MAN1A,1
GATA2,ZFR,1
MCM4,RPA2,1
MCM4,POLD1,1
MEF2A,TSC22D3,1
MYCN,CYP51,1
NDN,MAGED1,1
JUN,KRT18,1
MYCN,ELOVL6,1
CBFB,TIE1,1
JUN,GATA2,1
MCM2,KIF23,1
MYCN,SLC12A6,1
MYCN,NT5C3,1
MYCN,IER2,1
JUN,CCL4,1
MYCN,TAPT1,1
JUN,PDE7A,1
XRCC6,MSH6,1
IRF7,IIGP1,1
NFAT5,BCL2,1
IRF7,IGTP,1
MYCN,GLB1,1
GATA2,JUN,1
MEF2A,ARHGAP15,1
MYCN,MYO5A,1
JUN,ASAH1,1
JUN,ICA1,1
MCM4,KIF23,1
MYCN,EIF1AD,1
MCM4,TIPIN,1
MCM2,PRIM1,1
JUN,NOTCH1,1
MCM2,LIG1,1
MYCN,GMFB,1
MEF2A,LAX1,1
MCM2,MSH6,1
BTG2,IER2,1
NOTCH1,GATA2,1
PML,MED16,1
MYCN,HEXA,1
MEF2A,CASP12,1
JUN,ABCF3,1
MYCN,PRODH,1
MCM4,PRIM1,1
NFATC1,USP3,1
MYCN,EZR,1
JUN,EFTUD2,1
JUN,NFATC1,1
MYCN,ACOX1,1
MYCN,KLF10,1
XPC,POLD1,1
MED16,CDK19,1
PML,H2-AA,1
MED16,PML,1
MYCN,KCNK5,1
MEF2A,RNF114,1
GATA2,CCNG2,1
MCM4,MSH6,1
JUN,SDC4,1
MYCN,BTK,1
GATA2,NFATC1,1
MYCN,RHOF,1
MCM2,DNAJC9,1
NFATC1,GATA2,1
XRCC6,SGMS1,0
CBFB,ITM2A,0
MYCN,ZFP367,0
NDN,ITSN1,0
MCM2,ASAH1,0
HIST1H1C,DNAJC9,0
HIST1H1C,IER2,0
EYA2,RNF13,0
TAF12,SQLE,0
SATB1,GIMAP1,0
SLA2,CD53,0
MCM4,B230219D22RIK,0
ARNTL,TSPAN6,0
NFKBIA,TMEM206,0
KLF10,SLC2A3,0
H1F0,PANX1,0
VEZF1,RNF38,0
NDN,RMND5A,0
ZFP467,IL1R1,0
SLA2,TRIM59,0
ZBTB38,OBSL1,0
GATA2,INPP1,0
PRDM5,DUSP6,0
MEF2A,ST8SIA4,0
NFKBIA,RHOH,0
NFATC1,GEM,0
NFATC1,FCGRT,0
CBX7,IL1R1,0
NFATC1,PYGM,0
NOTCH1,COPB1,0
BTG2,ICE1,0
MCM5,LCP2,0
MCM5,ZFP157,0
CBX7,TNFRSF13B,0
ARNTL,MEF2A,0
CTR9,GM1966,0
MCM4,F11R,0
MED16,RASAL3,0
ARNTL,B230219D22RIK,0
CTR9,AKAP8L,0
MED16,SPTBN1,0
MCM4,MYCN,0
MCM5,OBSL1,0
JUN,MAGED2,0
BTG2,INKA1,0
MEF2A,PRODH,0
RBL2,1600014C10RIK,0
TSC22D3,RASSF2,0
ZBTB38,MCM5,0
BTG2,H2-OB,0
SLA2,ANO10,0
TSC22D3,SESN1,0
PML,VSIR,0
ARNTL,CYP4V3,0
TAF12,CPQ,0
KLF10,H2-OB,0
XRCC6,ARHGAP15,0
MCM2,FUT8,0
CBFB,PACSIN2,0
PRDM5,NOTCH1,0
MCM4,POR,0
SLA2,RAB37,0
SLA2,RNASE6,0
NFAT5,CDK19,0
MCM2,CASP12,0
TSC22D3,IRF7,0
IRF7,PWWP3A,0
CBX7,RFTN1,0
IRF7,MILR1,0
MCM5,ADGRG3,0
HIST1H1C,PRKCQ,0
EYA2,FGFR1OP,0
VEZF1,PQLC1,0
RBL2,PLPPR3,0
TSC22D3,NEAT1,0
NFKBIA,NDOR1,0
CTR9,NGLY1,0
PML,RGS2,0
MCM4,SESN1,0
PRDM5,TOP3B,0
CBX7,TMEM123,0
MYCN,PSEN1,0
NFKBIA,IL4RA,0
NFATC1,MGAT1,0
SATB1,HEXA,0
ARNTL,PRKCQ,0
JUN,CDCA4,0
VEZF1,KCNK5,0
JUN,PAFAH1B2,0
TAF12,PREP,0
RBL2,SAT1,0
KLF10,RBL2,0
TSC22D3,CTSC,0
PRDM5,ZFP157,0
CTR9,SNX30,0
XRCC6,GPR65,0
MEF2A,RMND5A,0
ZFP467,YOD1,0
